#{"t_start": 1710787735.6762125, "env_id": "None"}
r,l,t
-2505.3,84,233.459853
-5557.5,147,233.652649
-438.8,28,233.678488
-5658.6,150,233.856373
-495.4,35,233.888286
-4706.4,129,234.108257
-3708.6,111,234.227635
-8658.6,210,236.476558
-1754.2,68,236.566591
-649.8,42,236.613202
-3257.5,101,236.811687
-2254.2,78,236.918373
-2100.9,72,237.066674
-2052.0,72,237.172008
-846.5,43,237.252488
-4357.5,123,237.406078
-2607.5,88,237.492447
-3556.4,106,237.68793
-595.4,37,237.738642
-852.0,48,237.837299
-1105.3,56,237.951476
-800.9,46,238.020772
-4107.5,118,238.150208
-3357.5,103,238.334481
-286.6,23,238.379668
-7708.6,191,238.641098
-2205.3,78,238.76311
-1854.2,70,238.889848
-5808.6,153,239.100396
-848.7,45,239.186254
-2206.4,79,239.306834
-2607.5,88,239.448428
-1249.8,54,241.70077
-5408.6,145,241.868129
-10508.6,247,242.188277
-2902.0,89,242.266774
-2456.4,84,242.37859
-3255.3,99,242.557611
-1953.1,71,242.643742
-1049.8,50,242.761688
-242.1,27,242.83293
-3204.2,97,243.021049
-1506.4,65,243.084904
-2805.3,90,243.218303
-950.9,49,243.274244
-1700.9,64,243.362955
-2205.3,78,243.480689
-3458.6,106,243.677701
-1400.9,58,243.793368
12.3,18,243.831725
-1752.0,66,243.953524
-1005.3,54,244.124419
-7958.6,196,244.446815
-899.8,47,244.522074
-1546.5,57,244.648568
-1044.3,45,244.737819
-2803.1,88,244.897887
68.9,11,244.920631
-1402.0,59,247.145997
-997.6,47,247.209604
-3558.6,108,247.332989
-898.7,46,247.445271
-2507.5,86,247.599179
-693.2,37,247.668302
-1452.0,60,247.807276
-1954.2,72,247.928416
-1103.1,54,247.978105
-2403.1,80,248.09727
-5008.6,137,248.368753
-954.2,52,248.478416
-1802.0,67,248.600266
-4558.6,128,248.822854
-699.8,43,248.89092
-3257.5,101,249.029653
-3557.5,107,249.135619
-3708.6,111,249.275803
-2903.1,90,249.44521
-1048.7,49,249.510053
-4958.6,136,249.667962
-3008.6,97,249.873168
-1802.0,67,249.992505
-1603.1,64,250.08274
-1099.8,51,250.144512
-3258.6,102,250.270913
-3256.4,100,252.626783
-947.6,46,252.687574
-1154.2,56,252.762198
-2707.5,90,252.847619
-2405.3,82,252.916256
-1203.1,56,253.010171
-137.7,21,253.065128
-4657.5,129,253.195205
-1505.3,64,253.255054
-2104.2,75,253.485871
-6007.5,156,253.648636
-748.7,43,253.726429
-392.1,30,253.809123
-600.9,42,253.91695
-1355.3,61,254.068424
-5057.5,137,254.261392
-3007.5,96,254.389552
-2304.2,79,254.559487
-1248.7,53,254.646537
-3203.1,96,254.783507
-2156.4,78,254.934522
-1246.5,51,255.018537
-6358.6,164,255.219501
-4156.4,118,255.346313
-4858.6,134,255.484657
-2656.4,88,257.632451
-2004.2,73,257.728173
-5607.5,148,257.935369
-2208.6,81,258.022395
-952.0,50,258.077085
-4206.4,119,258.272992
-3958.6,116,258.403843
-3056.4,96,258.482554
-2753.1,87,258.613927
-7358.6,184,258.863869
-1805.3,70,259.037549
-1706.4,69,259.112461
-3007.5,96,259.213137
-3457.5,105,259.368252
-698.7,42,259.462617
-2905.3,92,259.653356
-3355.3,101,259.888407
-895.4,43,259.966531
-2554.2,84,260.113045
-2354.2,80,260.240185
-4057.5,117,260.359428
-799.8,45,260.40783
-1900.9,68,260.480793
-2453.1,81,262.653953
-2307.5,82,262.741085
-3857.5,113,262.859049
-4307.5,122,262.976185
-749.8,44,263.018351
-1303.1,58,263.075287
-2705.3,88,263.25397
-1302.0,57,263.364308
-548.7,39,263.44015
-2354.2,80,263.547103
-2107.5,78,263.633466
-2006.4,75,263.756906
-7058.6,178,263.945459
-2404.2,81,264.068151
-2056.4,76,264.20211
-3257.5,101,264.364856
-3307.5,102,264.511176
-1806.4,71,264.621786
-3053.1,93,264.761703
-796.5,42,264.817186
-1002.0,51,264.893882
-2205.3,78,265.019807
-8808.6,213,265.222118
-697.6,41,265.314501
-802.0,47,267.448843
-1253.1,57,267.521275
-2807.5,92,267.624228
-3054.2,94,267.744508
-702.0,45,267.809047
-949.8,48,267.871431
-2103.1,74,267.939193
-645.4,38,267.973256
-4508.6,127,268.148649
-3307.5,102,268.254762
-1099.8,51,268.32411
-1203.1,56,268.383995
-3858.6,114,268.492422
-1607.5,68,268.591439
-6358.6,164,268.902297
-6158.6,160,269.122509
-5758.6,152,269.280041
-3207.5,100,269.434639
-245.4,30,269.469907
-550.9,41,269.56265
-1554.2,64,269.719221
-952.0,50,269.840404
-3707.5,110,270.058676
-2004.2,73,270.129062
-950.9,49,270.185643
-3507.5,106,272.539945
-4708.6,131,272.691792
-4457.5,125,272.943146
-1602.0,63,273.045457
-4557.5,127,273.199594
-4108.6,119,273.336918
-1802.0,67,273.470134
-2907.5,94,273.655735
-5208.6,141,273.84204
-292.1,28,273.876567
-7558.6,188,274.186022
-1249.8,54,274.240167
-848.7,45,274.304294
-1803.1,68,274.421977
-1499.8,59,274.474069
-1303.1,58,274.530317
-2756.4,90,274.70101
-6258.6,162,274.948077
-2457.5,85,275.075658
-2907.5,94,275.171594
-897.6,45,275.215343
-1102.0,53,275.29497
-5458.6,146,277.729116
-3507.5,106,277.871348
-4157.5,119,278.038648
-2052.0,72,278.134985
-2304.2,79,278.319771
-1700.9,64,278.390342
-1352.0,58,278.494943
-747.6,42,278.586507
-1500.9,60,278.689055
-3106.4,97,278.786812
-1250.9,55,278.88539
-4557.5,127,279.088038
-1453.1,61,279.199218
-2754.2,88,279.393782
-1854.2,70,279.548855
-5006.4,135,279.69921
-3657.5,109,279.871306
-1906.4,73,280.044817
-3154.2,96,280.184118
-3457.5,105,280.391774
-3008.6,97,280.558721
-1652.0,64,280.663647
-1454.2,62,280.730899
-1600.9,62,280.803703
-698.7,42,280.90168
-9608.6,229,283.346685
-5206.4,139,283.514359
-5858.6,154,283.844019
-394.3,32,283.904889
-1097.6,49,284.006623
-3855.3,111,284.143463
-3408.6,105,284.281557
-546.5,37,284.360924
-2406.4,83,284.500278
-2557.5,87,284.614375
-5057.5,137,284.7988
-4654.2,126,285.026342
-1753.1,67,285.109004
-1253.1,57,285.192152
-2807.5,92,285.310308
-1754.2,68,285.389781
-1854.2,70,285.537748
-5008.6,137,285.674705
-2757.5,91,285.775105
-999.8,49,285.878515
-2003.1,72,286.023285
-1052.0,52,286.119086
-1953.1,71,288.378694
-4605.3,126,288.523407
-1604.2,65,288.602542
-1398.7,56,288.674085
-1850.9,67,288.769853
-2456.4,84,288.870421
-1454.2,62,288.967637
-3053.1,93,289.113089
-3308.6,103,289.210523
-1904.2,71,289.280947
-1500.9,60,289.38246
-2706.4,89,289.58644
-1253.1,57,289.682462
-1603.1,64,289.752882
-800.9,46,289.800231
-2005.3,74,289.879635
-3307.5,102,290.046425
-1604.2,65,290.111334
-4808.6,133,290.366201
-2104.2,75,290.446828
-1455.3,63,290.564621
-698.7,42,290.617561
-2857.5,93,290.798766
-3308.6,103,290.918901
-3504.2,103,291.065398
-747.6,42,291.139542
-3605.3,106,293.400477
-1048.7,49,293.454647
-595.4,37,293.491412
-9708.6,231,349.363141
-346.5,33,349.398763
-1502.0,61,349.477527
-6208.6,161,349.762686
-337.7,25,349.805572
-1804.2,69,349.927593
-1102.0,53,350.00712
-605.3,46,350.084745
-1500.9,60,350.187057
-192.1,26,350.236439
-1149.8,52,350.351078
-4858.6,134,350.499988
-4206.4,119,350.636181
-2457.5,85,350.737515
-545.4,36,350.814079
-3558.6,108,350.977279
-2757.5,91,351.059913
-1399.8,57,351.141902
-6758.6,172,351.441581
-3508.6,107,351.618158
-91.0,23,351.656794
-1705.3,68,351.80416
-1302.0,57,351.895718
-954.2,52,351.988185
-2652.0,84,354.292178
-999.8,49,354.378613
-4607.5,128,354.553125
-3658.6,110,354.705951
-193.2,27,354.770403
-3906.4,113,354.977107
-699.8,43,355.029457
-3406.4,103,355.215224
-2156.4,78,355.347964
-2455.3,83,355.491585
-2704.2,87,355.639395
-4357.5,123,355.790382
-6458.6,166,355.988962
-4708.6,131,356.207885
-848.7,45,356.253573
-699.8,43,356.342552
-646.5,39,356.384417
-4907.5,134,356.4963
-2105.3,76,356.60762
-1900.9,68,356.722852
-1202.0,55,356.816932
-3307.5,102,356.957055
-3055.3,95,357.074966
-745.4,40,357.152733
-1600.9,62,359.400692
-5557.5,147,359.606358
-1505.3,64,359.781112
-1852.0,68,359.903485
-999.8,49,360.008885
-7558.6,188,360.219973
-2506.4,85,360.319954
-702.0,45,360.431816
-2504.2,83,360.550429
-291.0,27,360.60263
-1252.0,56,360.706703
-2657.5,89,360.847394
-3355.3,101,360.997342
-1149.8,52,361.118742
-341.0,28,361.188845
-1903.1,70,361.325418
-1098.7,50,361.427746
-4558.6,128,361.683058
-2857.5,93,361.864714
-3107.5,98,362.005264
-4708.6,131,362.133267
-4508.6,127,362.280773
-2404.2,81,362.366153
-705.3,48,362.426841
-1803.1,68,362.548142
-544.3,35,362.613491
-1255.3,59,364.919247
-3455.3,103,365.066972
-1348.7,55,365.131051
-2054.2,74,365.211427
-2755.3,89,365.348355
-2503.1,82,365.477679
-2004.2,73,365.585742
-4208.6,121,365.78219
-2656.4,88,365.874347
-3907.5,114,366.040084
-1098.7,50,366.086484
-1950.9,69,366.157407
-1550.9,61,366.205791
-4107.5,118,366.437309
-899.8,47,366.498469
-1702.0,65,366.60322
-700.9,44,366.68037
-2807.5,92,366.829034
-288.8,25,366.874176
-2453.1,81,367.054023
-39.9,21,367.095271
-2854.2,90,367.233247
-750.9,45,367.311916
-750.9,45,367.400017
-1048.7,49,367.452591
-697.6,41,367.509753
-700.9,44,367.591574
-3958.6,116,367.74183
-396.5,34,367.778325
-697.6,41,367.873056
-2506.4,85,370.633474
-5658.6,150,370.855028
-1804.2,69,370.965416
-4256.4,120,371.128486
-1553.1,63,371.242547
-2255.3,79,371.428868
-2156.4,78,371.559899
-5106.4,137,371.755015
-3158.6,100,371.932717
-899.8,47,372.062756
-7108.6,179,372.318285
-747.6,42,372.409056
-4357.5,123,372.619595
-2504.2,83,372.747621
-3053.1,93,372.844519
-242.1,27,372.868176
-1453.1,61,372.928629
-3006.4,95,373.01071
-1705.3,68,373.089414
-1652.0,64,373.206474
-1704.2,67,373.318321
-7958.6,196,373.490684
-3106.4,97,375.979295
-1503.1,62,376.058194
-2507.5,86,376.150007
-4056.4,116,376.389599
-2854.2,90,376.533554
-1102.0,53,376.628565
-1954.2,72,376.785812
-2454.2,82,376.937668
-1554.2,64,377.070688
-1304.2,59,377.208475
-5808.6,153,377.409961
-1555.3,65,377.504774
-4808.6,133,377.733513
-1299.8,55,377.820575
-1855.3,71,377.941875
-1402.0,59,377.999683
-3006.4,95,378.101834
-3106.4,97,378.242072
-3757.5,111,378.438573
-6507.5,166,378.580132
-1102.0,53,378.629783
-4007.5,116,378.782795
-845.4,42,378.821464
-549.8,40,378.906193
-6008.6,157,381.516252
-2204.2,77,381.621079
-4106.4,117,381.865373
-1600.9,62,381.985086
-4158.6,120,382.161765
-1506.4,65,382.206961
-2756.4,90,382.317616
-1702.0,65,382.444736
-95.4,27,382.478236
-1449.8,58,382.558504
-2705.3,88,382.706586
-444.3,33,382.750837
-953.1,51,382.834005
-2806.4,91,383.033248
-2005.3,74,383.173997
-3155.3,97,383.314662
-4757.5,131,383.441349
-1254.2,58,383.50253
-2254.2,78,383.601836
-1099.8,51,383.652861
-3558.6,108,383.776191
-1404.2,61,383.843919
-3358.6,104,383.987376
-446.5,35,384.024805
-2757.5,91,384.166339
-2857.5,93,384.329181
-3257.5,101,386.527707
-4307.5,122,386.67175
-4007.5,116,386.927776
-3906.4,113,387.08152
-8058.6,198,387.31263
-2104.2,75,387.441247
-10858.6,254,387.728607
-2806.4,91,387.899603
-1754.2,68,388.029292
-1505.3,64,388.15061
-1056.4,56,388.252187
-3908.6,115,388.396939
-2105.3,76,388.475377
-4708.6,131,388.667583
-695.4,39,388.708762
-347.6,34,388.747975
-3056.4,96,388.916822
-692.1,36,389.000765
-3207.5,100,389.144958
-2206.4,79,389.218012
-1905.3,72,389.378196
-3507.5,106,391.740335
-239.9,25,391.777138
-1602.0,63,391.875014
-248.7,33,391.935774
-802.0,47,392.040985
-1854.2,70,392.151054
-3857.5,113,392.382557
-597.6,39,392.454389
-7408.6,185,392.705011
-2103.1,74,392.790781
-1455.3,63,392.896856
-2103.1,74,393.015087
-7358.6,184,393.304086
-4957.5,135,393.511385
-1454.2,62,393.589509
-17258.6,382,393.981373
-2155.3,77,394.070984
-6308.6,163,394.275008
-1350.9,57,394.365416
-1149.8,52,394.45985
-4257.5,121,397.047177
-2704.2,87,397.160718
-949.8,48,397.221836
-2147.6,70,397.32409
-1549.8,60,397.38562
-3057.5,97,397.485253
-1253.1,57,397.590183
-953.1,51,397.672558
-1507.5,66,397.736276
-2656.4,88,397.864223
-2605.3,86,398.02025
-795.4,41,398.073458
-2504.2,83,398.22331
-342.1,29,398.279081
-3108.6,99,398.481677
-595.4,37,398.551288
-2305.3,80,398.723537
-1055.3,55,398.767465
-1756.4,70,398.814254
-2450.9,79,398.906279
-3707.5,110,399.065259
-1453.1,61,399.125906
-2156.4,78,399.19841
-3655.3,107,399.381953
-899.8,47,399.433712
-852.0,48,399.496383
-2857.5,93,399.654726
-5108.6,139,399.856738
-1199.8,53,399.94459
-1299.8,55,402.472045
-1753.1,67,402.539222
-597.6,39,402.580739
-2003.1,72,402.651928
-4757.5,131,402.85731
-1099.8,51,402.905367
-345.4,32,402.966735
-1705.3,68,403.096372
-343.2,30,403.128078
-1000.9,50,403.197805
-948.7,47,403.280333
-3707.5,110,403.469434
-2207.5,80,403.581098
-1154.2,56,403.668892
-1049.8,50,403.728768
-1854.2,70,403.833616
-1452.0,60,403.932348
-2055.3,75,403.986705
-2507.5,86,404.047158
-4858.6,134,404.150177
-3908.6,115,404.264681
-1255.3,59,404.340975
-1503.1,62,404.437233
-2705.3,88,404.502068
-949.8,48,404.538959
-2906.4,93,404.708176
-3304.2,99,404.823583
-1003.1,52,404.857993
-596.5,38,404.89288
-2806.4,91,407.649436
-4858.6,134,407.827749
-3007.5,96,407.957933
-542.1,33,407.99905
-1000.9,50,408.071265
-500.9,40,408.110128
-2054.2,74,408.172199
-2156.4,78,408.238607
-1454.2,62,408.346173
-4808.6,133,408.622972
-1048.7,49,408.772933
-999.8,49,408.896832
-1704.2,67,409.060748
-1299.8,55,409.115696
-500.9,40,409.160449
-343.2,30,409.188948
-2404.2,81,409.256253
-1554.2,64,409.358157
-242.1,27,409.410572
-3307.5,102,409.535393
-1450.9,59,409.653795
-3155.3,97,409.822257
-2205.3,78,409.952888
-2253.1,77,410.075276
-1555.3,65,410.196096
-3355.3,101,410.396252
-2255.3,79,410.541865
-4008.6,117,410.701831
-4255.3,119,413.391777
-3556.4,106,413.537753
-3957.5,115,413.679468
-1102.0,53,413.748591
-3757.5,111,413.888181
-1298.7,54,413.946546
-3354.2,100,414.1051
-4106.4,117,414.292064
-2455.3,83,414.367155
-2705.3,88,414.467358
-1904.2,71,414.523377
-5258.6,142,414.66947
-1605.3,66,414.808725
-1202.0,55,414.920623
-947.6,46,414.9597
-1402.0,59,415.02202
-945.4,44,415.08471
-2755.3,89,415.236046
-2958.6,96,415.339374
-3608.6,109,415.551441
-4858.6,134,415.787005
-2358.6,84,415.922546
-797.6,43,416.003291
-13758.6,312,419.109124
-5508.6,147,419.229921
-4707.5,130,419.457674
-1150.9,53,419.552956
-1250.9,55,419.645023
-3358.6,104,419.851674
-2454.2,82,419.978628
-5707.5,150,420.15587
-850.9,47,420.205069
-2856.4,92,420.344188
-1204.2,57,420.397608
-6157.5,159,420.521409
-4957.5,135,420.637502
-3506.4,105,420.72408
-1500.9,60,420.787775
-3057.5,97,420.980065
-1153.1,55,421.028063
-6008.6,157,421.141931
-1098.7,50,421.207832
-3708.6,111,421.419897
-4257.5,121,423.727474
-2856.4,92,423.836781
-3857.5,113,423.93963
-448.7,37,423.966863
-2056.4,76,424.035322
-2354.2,80,424.101646
-644.3,37,424.128752
-742.1,37,424.161623
-2254.2,78,424.242848
-1554.2,64,424.333204
-4808.6,133,424.437055
-2057.5,77,424.488785
-1205.3,58,424.535869
-1354.2,60,424.582693
-2155.3,77,424.635473
-3006.4,95,424.699582
-7808.6,193,424.833872
-998.7,48,424.87061
-950.9,49,424.909739
-2304.2,79,424.984269
-4008.6,117,425.06762
-4257.5,121,425.151598
-1249.8,54,425.192729
-2706.4,89,425.258869
-1052.0,52,425.295061
-1652.0,64,427.5387
-1156.4,58,427.629382
-646.5,39,427.696273
-898.7,46,427.959373
-2355.3,81,428.051648
-2406.4,83,428.168809
-291.0,27,428.225327
-5708.6,151,428.361879
-4056.4,116,428.550473
-1456.4,64,428.674519
-1046.5,47,428.785599
-2653.1,85,429.12781
-1605.3,66,429.248554
-1550.9,61,429.301152
-1507.5,66,429.3515
-3204.2,97,429.417725
-1353.1,59,429.465819
-141.0,24,429.494852
-2505.3,84,429.579829
-1605.3,66,429.639849
-800.9,46,429.673357
-2207.5,80,429.740361
-1149.8,52,429.789775
-2903.1,90,429.871369
-438.8,28,429.891267
-3357.5,103,429.988029
-952.0,50,430.045376
-694.3,38,430.078765
-3405.3,102,430.185965
-2507.5,86,430.338393
-1456.4,64,432.606615
-1450.9,59,432.695724
-1352.0,58,432.759396
-1804.2,69,432.834605
-1403.1,60,432.934658
-8858.6,214,433.347401
-7708.6,191,433.570429
-2207.5,80,433.632414
-903.1,50,433.674656
-1349.8,56,433.718232
-2058.6,78,433.780927
-11058.6,258,434.08875
-2306.4,81,434.14774
-5757.5,151,434.300495
-3104.2,95,434.462322
-1404.2,61,434.514999
-1952.0,70,434.618927
-288.8,25,434.666426
-396.5,34,434.731013
-1198.7,52,434.790195
-8158.6,200,434.995013
-950.9,49,435.048285
-1297.6,53,437.212467
-944.3,43,437.260708
-1303.1,58,437.341043
-5507.5,146,437.460738
-2304.2,79,437.528618
-1803.1,68,437.595102
-2907.5,94,437.792504
-998.7,48,437.882941
-545.4,36,437.959388
-1504.2,63,438.104772
-2405.3,82,438.232352
-2305.3,80,438.309694
-4608.6,129,438.51578
-138.8,22,438.551745
-948.7,47,438.638304
-2658.6,90,438.801632
-3207.5,100,438.900059
-1104.2,55,438.946842
-3207.5,100,439.040092
-1450.9,59,439.121106
-2306.4,81,439.278334
-845.4,42,439.330907
-1852.0,68,439.427901
-2557.5,87,439.550211
-747.6,42,439.633209
-1502.0,61,439.780293
-3355.3,101,439.994022
-1604.2,65,440.123022
-2102.0,73,442.4004
-5508.6,147,442.568869
-2855.3,91,442.659547
-1147.6,50,442.708258
-2602.0,83,442.824606
-4306.4,121,443.000005
-1552.0,62,443.048333
-3156.4,98,443.152997
-4406.4,123,443.348339
-848.7,45,443.430915
-4006.4,115,443.569913
-5707.5,150,443.736794
-2354.2,80,443.849185
-5207.5,140,444.097228
-2854.2,90,444.270895
-2704.2,87,444.396767
-10458.6,246,444.571199
-1204.2,57,444.612791
-6957.5,175,444.850732
-3807.5,112,447.027294
-3255.3,99,447.140262
-4107.5,118,447.243879
-2957.5,95,447.421235
-3807.5,112,447.566274
-654.2,46,447.608886
-2353.1,79,447.691324
-4407.5,124,447.849655
-4354.2,120,448.039967
-5908.6,155,448.24073
-3505.3,104,448.397996
-1555.3,65,448.511188
-3758.6,112,448.705508
-2506.4,85,448.879644
-3355.3,101,449.034214
-2958.6,96,449.122078
-2557.5,87,449.241052
-3857.5,113,449.371275
-2206.4,79,449.437259
-1452.0,60,449.512378
-1702.0,65,449.643956
-6408.6,165,452.051049
-87.7,20,452.076584
-1902.0,69,452.173283
-3055.3,95,452.358707
-1554.2,64,452.49211
-3003.1,92,452.634727
-1702.0,65,452.687321
-4306.4,121,452.809767
-1249.8,54,452.893193
-1952.0,70,453.013101
-3306.4,101,453.183723
-1452.0,60,453.228045
-700.9,44,453.266443
-2105.3,76,453.361503
-5307.5,142,453.457776
-2606.4,87,453.562545
-1804.2,69,453.627227
-2805.3,90,453.724202
-4007.5,116,453.819459
-1402.0,59,453.892773
-5557.5,147,454.106319
-1503.1,62,454.235545
-1352.0,58,454.379072
-4157.5,119,454.525417
-445.4,34,454.554411
-3307.5,102,456.850407
-3758.6,112,457.030025
-5157.5,139,457.209973
-1953.1,71,457.310189
-1249.8,54,457.405148
-4157.5,119,457.602736
-5508.6,147,457.773064
-1503.1,62,457.855706
-699.8,43,457.936282
-4457.5,125,458.040658
-1103.1,54,458.082321
-1299.8,55,458.126526
-698.7,42,458.16703
-1604.2,65,458.229214
-10008.6,237,458.431305
-597.6,39,458.466133
-1103.1,54,458.541685
-5758.6,152,458.7157
-2908.6,95,458.861956
-2454.2,82,458.995733
-650.9,43,459.04941
-9858.6,234,462.028
-1700.9,64,462.136797
-2105.3,76,462.240988
-2255.3,79,462.382514
-2250.9,75,462.530053
-3907.5,114,462.665154
-1598.7,60,462.766535
-2705.3,88,462.92614
-2956.4,94,463.121881
-445.4,34,463.15562
-141.0,24,463.179614
-995.4,45,463.259003
-1654.2,66,463.408961
-2005.3,74,463.539442
-846.5,43,463.616867
-2154.2,76,463.738532
-746.5,41,463.797414
-855.3,51,463.892498
-948.7,47,463.977283
-3156.4,98,464.213922
-494.3,34,464.264393
-3604.2,105,464.400977
-4155.3,117,464.635265
-3756.4,110,464.740255
-3858.6,114,464.845446
-2003.1,72,464.917847
-5257.5,141,465.113032
-2604.2,85,465.246709
-1753.1,67,467.552806
-5808.6,153,467.726442
-2156.4,78,467.838227
-2455.3,83,468.003237
-1304.2,59,468.067927
-1500.9,60,468.122985
-600.9,42,468.187979
-494.3,34,468.268011
-498.7,38,468.319917
-1905.3,72,468.439618
-2607.5,88,468.600118
-1652.0,64,468.666784
-2858.6,94,468.74707
-5158.6,140,468.883819
-1099.8,51,468.963697
-2857.5,93,469.112365
-2254.2,78,469.202858
-8808.6,213,469.364064
-1205.3,58,469.413038
-1046.5,47,469.457409
-1004.2,53,469.502534
-5408.6,145,469.622428
-37.7,19,469.640208
-845.4,42,469.676638
-1804.2,69,469.747944
-2556.4,86,469.837847
-2856.4,92,472.470853
-700.9,44,472.556872
-3256.4,100,472.651853
-1150.9,53,472.708674
-1147.6,50,472.787347
-3758.6,112,472.999401
-4757.5,131,473.110083
-3156.4,98,473.261039
-5957.5,155,473.526066
-4206.4,119,473.701049
-2953.1,91,473.806873
-1905.3,72,473.93151
-1704.2,67,474.096414
-1605.3,66,474.208473
-2155.3,77,474.385092
-3356.4,102,474.54663
-41.0,22,474.567038
-1353.1,59,474.639186
-39.9,21,474.684613
-946.5,45,474.786448
-1103.1,54,474.872679
-3258.6,102,474.971123
-2553.1,83,475.056499
-599.8,41,475.14369
-5608.6,149,475.325286
-2356.4,82,477.792646
-2354.2,80,477.949805
-1303.1,58,478.027653
-5558.6,148,478.230816
-296.5,32,478.274699
-700.9,44,478.372452
-6158.6,160,478.656127
-3308.6,103,478.77234
-338.8,26,478.828773
-7108.6,179,479.072613
-599.8,41,479.117704
-2857.5,93,479.247381
-3908.6,115,479.449579
-3557.5,107,479.579119
-5907.5,154,479.741436
-392.1,30,479.797361
-3057.5,97,480.008659
-1955.3,73,480.098306
-1003.1,52,480.137083
-3058.6,98,480.240391
-1952.0,70,480.367582
-947.6,46,480.437941
-2805.3,90,480.640266
-799.8,45,480.703113
-3657.5,109,483.181115
-5408.6,145,483.367914
-1955.3,73,483.496763
-1699.8,63,483.660527
-2102.0,73,483.841163
-3906.4,113,484.033116
-2155.3,77,484.127709
-1503.1,62,484.23057
-1199.8,53,484.295556
-949.8,48,484.39448
-1800.9,66,484.476968
-3205.3,98,484.570665
-2300.9,76,484.701503
-1354.2,60,484.892541
-4408.6,125,485.089747
-2507.5,86,485.18985
-3858.6,114,485.428377
-1255.3,59,485.556533
-1950.9,69,485.624789
-1399.8,57,485.724911
-4758.6,132,485.988351
-952.0,50,486.056253
-1956.4,74,486.203811
-1003.1,52,486.302116
-2403.1,80,486.401936
-3658.6,110,486.539179
-2907.5,94,489.233382
-798.7,44,489.288405
-11108.6,259,489.61046
-4007.5,116,489.752687
-2102.0,73,489.824702
-1454.2,62,489.949445
-3508.6,107,490.174659
-1356.4,62,490.333188
-1805.3,70,490.458313
-3006.4,95,490.68598
-1054.2,54,490.806584
-899.8,47,490.892417
-2608.6,89,490.975452
-544.3,35,491.018974
-902.0,49,491.130637
-3508.6,107,491.336644
-493.2,33,491.40297
-1552.0,62,491.513361
-900.9,48,491.569962
-3856.4,112,491.797862
-2154.2,76,491.949313
-4057.5,117,492.12712
-2706.4,89,492.208835
-603.1,44,492.254148
-3356.4,102,492.461828
-1756.4,70,494.692746
-1855.3,71,494.772562
-698.7,42,494.826771
-1296.5,52,494.882426
-2006.4,75,495.030817
-1700.9,64,495.142209
-396.5,34,495.204543
-397.6,35,495.271255
-948.7,47,495.37332
-754.2,48,495.465574
-745.4,40,495.544048
-2006.4,75,495.64659
-898.7,46,495.721841
-2304.2,79,495.878902
-2858.6,94,495.968697
-2504.2,83,496.079327
-2307.5,82,496.219192
-2000.9,70,496.278702
-3157.5,99,496.417423
-1104.2,55,496.511707
-2457.5,85,496.676809
-1703.1,66,496.754529
-2006.4,75,496.846856
-2905.3,92,496.991579
